Application_ID,Age,Gender,Marital_Status,Education,Dependents,Residence_Type,City_Tier,Employment_Type,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Annual_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Tax_Return_Filed,PAN_Verified,Aadhaar_Verified,Loan_Purpose,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Property_Value,Collateral_Value,Loan_to_Value,Loan_Status
APP100047,32,Male,Married,Graduate,2,Rural,3,Government,3,4,370986,4451832,0.0,1,13347547,160919,43.38,5868010.0,1431027.0,3815547.0,7.88,3,4,560.0,1,2,Yes,Yes,Yes,Home,13942159,20,13.77,Yes,22206823.0,20875796.0,66.79,Rejected
APP100048,27,Male,Married,High School,1,Urban,1,Unemployed,0,0,9135,118154,0.0,2,369134,4900,53.64,70562.0,17870.0,85241.0,63.58,1,0,554.0,0,1,Yes,Yes,Yes,Home,693329,20,16.34,Yes,1242174.0,1177297.0,,Rejected
APP100049,50,Male,Single,Graduate,0,Urban,1,Government,24,27,123121,1466081,0.0,1,2751581,36081,29.31,355500.0,139242.0,283706.0,28.39,2,3,665.0,0,0,Yes,Yes,Yes,Business,3459910,15,11.74,No,,,,Approved
APP100050,65,Female,Single,Graduate,0,Urban,3,Private,9,9,38296,496338,0.0,1,2466588,28173,73.57,225050.0,90531.0,117537.0,41.93,2,1,545.0,0,1,Yes,Yes,Yes,Home,1518435,25,16.38,Yes,2601910.0,2379684.0,63.81,Rejected
APP100051,43,Male,Single,Graduate,0,Urban,1,Private,12,17,136502,1802054,0.0,0,0,0,0.0,1758805.0,0.0,763924.0,40.77,4,2,594.0,1,0,Yes,Yes,Yes,Vehicle,594770,7,13.87,Yes,925606.0,771484.0,77.09,Rejected
APP100052,29,Male,Married,Graduate,2,Urban,1,Private,0,0,36611,461526,0.0,1,636459,7604,20.77,573257.0,85689.0,,34.24,1,1,631.0,0,0,No,Yes,Yes,Personal,178990,2,13.47,No,,,,Approved
APP100053,33,Male,Married,High School,0,Rural,4,Private,6,11,59549,787985,0.0,2,1683779,22178,37.24,472573.0,0.0,212916.0,32.19,2,0,602.0,0,0,No,Yes,Yes,Medical,305791,3,12.01,No,,,,Rejected
APP100054,29,Male,Married,Diploma,1,Urban,2,Government,3,3,81175,1011010,0.0,0,0,0,0.0,426855.0,0.0,145771.0,57.36,4,1,673.0,0,0,Yes,Yes,Yes,Home,4268719,25,10.17,Yes,5327670.0,4852780.0,87.96,Approved
APP100055,36,Female,Married,Diploma,2,Urban,2,Private,0,14,75268,888483,0.0,0,0,0,0.0,1720487.0,232513.0,554125.0,18.91,3,2,688.0,0,0,Yes,Yes,Yes,Home,2810479,15,10.93,Yes,5983612.0,5386670.0,52.17,Approved
APP100056,37,Female,Married,Diploma,0,Urban,1,Self-Employed,11,12,93550,1246640,0.0,0,0,0,0.0,1841358.0,1129146.0,2016807.0,11.08,3,1,666.0,0,0,Yes,Yes,Yes,Personal,1663624,2,11.7,Yes,3094913.0,2933951.0,56.7,Approved
APP100057,26,Male,Single,Post Graduate,0,Urban,1,Private,0,0,69797,914367,0.0,0,0,0,0.0,1066935.0,0.0,950266.0,55.62,2,1,677.0,0,0,Yes,Yes,Yes,Medical,214951,3,11.29,Yes,343031.0,330835.0,64.97,Approved
APP100058,53,Male,Widowed,PhD,1,Urban,2,Private,10,13,70519,898477,0.0,0,0,0,0.0,843092.0,228570.0,647960.0,10.5,1,3,667.0,0,0,No,Yes,Yes,Business,2778578,10,10.28,Yes,3403567.0,3307966.0,84.0,Approved
APP100059,39,Male,Married,High School,1,Urban,1,Private,1,11,72524,939140,0.0,0,0,0,0.0,215900.0,124944.0,100018.0,13.65,2,2,669.0,0,0,No,Yes,Yes,Medical,654093,5,10.63,No,,,,Approved
APP100060,54,Male,Widowed,Graduate,1,Urban,1,Private,3,3,85190,1070290,,1,1216646,10062,11.81,1212335.0,0.0,386237.0,29.92,2,3,673.0,0,0,Yes,Yes,Yes,Vehicle,1282447,5,10.64,No,,,,Approved
APP100061,51,Male,Single,Graduate,0,Urban,1,Self-Employed,0,3,55336,728779,45320.0,0,0,0,0.0,1338308.0,1119617.0,652314.0,0.0,2,1,682.0,0,0,Yes,Yes,Yes,Medical,533838,3,10.49,No,,,,Approved
APP100062,52,Male,Married,High School,2,Urban,1,Unemployed,0,2,15903,194161,0.0,1,960371,10774,67.75,166586.0,65639.0,175176.0,47.78,1,1,457.0,0,5,Yes,Yes,Yes,Medical,62210,3,15.87,Yes,105907.0,90409.0,68.81,Rejected
APP100063,37,Male,Married,Diploma,1,Urban,2,Government,9,10,112308,1404455,50546.0,0,0,0,0.0,1014773.0,0.0,995846.0,65.39,2,2,616.0,1,0,Yes,Yes,Yes,Home,7432003,30,12.24,Yes,11311373.0,9336246.0,79.6,Rejected
APP100064,28,Male,Married,Graduate,0,Urban,1,Self-Employed,0,1,42644,581613,0.0,1,606768,7549,17.7,350806.0,0.0,158457.0,37.67,1,2,641.0,0,0,Yes,Yes,Yes,Personal,155255,2,12.85,No,,,,Rejected
APP100065,41,Female,Married,PhD,1,Urban,1,Government,2,7,83047,1037598,0.0,0,0,0,0.0,1339666.0,2223134.0,574143.0,12.64,3,3,687.0,0,0,Yes,Yes,Yes,Vehicle,467831,7,11.5,Yes,779768.0,710963.0,,Approved
APP100066,41,Male,Married,Graduate,1,Rural,4,Private,9,12,88189,1181286,9818.0,0,0,0,0.0,1880436.0,3353522.0,548233.0,13.84,4,1,700.0,0,0,Yes,Yes,Yes,Business,4005473,10,9.13,Yes,4922103.0,4055858.0,95.0,Approved
APP100067,27,Female,Married,High School,1,Urban,1,Private,2,5,97322,1266433,0.0,1,2667469,26187,26.91,157587.0,26087.0,238402.0,44.81,3,2,633.0,0,0,Yes,Yes,Yes,Personal,1274087,2,12.06,No,,,,Approved
APP100068,42,Female,Married,Diploma,2,Urban,2,Private,0,0,40019,521541,0.0,0,0,0,0.0,258397.0,0.0,162505.0,27.69,1,1,669.0,0,0,Yes,Yes,Yes,Home,3092214,15,11.35,Yes,4912918.0,4385257.0,70.51,Approved
APP100069,39,Male,Married,High School,0,Urban,2,Self-Employed,9,10,99649,1360952,,0,0,0,0.0,2264572.0,1016148.0,2102419.0,21.32,3,1,653.0,0,0,Yes,Yes,Yes,Home,3450499,30,11.36,Yes,5706424.0,5600758.0,61.61,Approved
APP100070,24,Male,Single,High School,0,Urban,2,Private,1,1,68460,833745,0.0,1,323857,4082,5.96,1079736.0,508087.0,1005074.0,24.78,1,1,639.0,0,0,Yes,Yes,Yes,Home,2343824,25,11.76,Yes,4622136.0,4542265.0,51.6,Approved
APP100071,37,Male,Single,Graduate,0,Rural,3,Government,7,7,77950,1009843,0.0,0,0,0,0.0,1986741.0,1306500.0,2252702.0,25.44,3,3,646.0,0,0,Yes,Yes,Yes,Education,957003,7,13.87,No,,,,Approved
APP100072,23,Male,Single,Diploma,0,Urban,1,Self-Employed,2,2,64138,846440,14768.0,2,3114369,28108,43.82,621833.0,210795.0,632347.0,50.03,2,2,578.0,0,0,Yes,Yes,Yes,Vehicle,391636,5,14.52,Yes,507705.0,500423.0,78.26,Rejected
APP100073,31,Female,Single,High School,0,Rural,4,Self-Employed,5,5,86510,1120015,0.0,1,3467711,76967,88.97,456105.0,308039.0,365717.0,36.81,3,3,382.0,1,3,Yes,Yes,Yes,Home,6392189,15,16.11,Yes,10934089.0,9552840.0,66.91,Rejected
APP100074,30,Female,Single,PhD,0,Rural,4,Government,0,0,35580,478722,90124.0,1,404251,3697,10.39,288177.0,62055.0,331631.0,37.0,2,1,661.0,0,0,Yes,Yes,Yes,Personal,556054,3,10.51,No,,,,Approved
APP100075,37,Female,Married,Graduate,2,Urban,2,Private,6,6,68242,893466,16906.0,0,0,0,0.0,868468.0,0.0,492731.0,28.33,2,2,653.0,0,0,Yes,Yes,Yes,Personal,443240,3,10.52,No,,,,Approved
APP100076,30,Male,Married,Graduate,0,Rural,4,Private,0,0,52636,672707,8917.0,0,0,0,0.0,643818.0,0.0,737719.0,58.44,3,0,662.0,0,0,Yes,Yes,Yes,Personal,813344,2,11.0,No,,,,Approved
APP100077,47,Male,Married,Graduate,2,Urban,1,Private,10,10,109347,1389111,21666.0,1,5540583,45284,41.41,1552221.0,510338.0,1273477.0,33.72,3,1,590.0,0,1,Yes,Yes,Yes,Personal,373409,3,15.5,No,,,,Approved
APP100078,25,Male,Single,High School,0,Rural,3,Private,0,0,28386,381136,0.0,2,1965633,31537,95.0,36466.0,42251.0,33767.0,78.25,1,1,332.0,1,4,Yes,Yes,Yes,Medical,160630,2,14.58,No,,,,Rejected
APP100079,25,Male,Single,High School,0,Urban,2,Self-Employed,1,3,26936,345844,0.0,0,0,0,0.0,480512.0,136280.0,535307.0,43.88,1,0,663.0,0,0,Yes,Yes,Yes,Vehicle,375153,7,11.45,Yes,542780.0,470210.0,79.78,Approved
APP100080,26,Male,Divorced,Post Graduate,1,Urban,1,Private,4,4,51891,634990,9381.0,0,0,0,0.0,501846.0,385025.0,343939.0,20.57,1,2,661.0,0,0,No,Yes,Yes,Personal,358286,3,10.75,No,,,,Approved
APP100081,26,Male,Married,Graduate,0,Urban,2,Government,0,3,67838,863812,0.0,2,2059684,19691,29.03,733217.0,97626.0,853954.0,25.8,1,2,612.0,0,0,Yes,Yes,Yes,Education,693083,7,11.84,No,,,,Approved
APP100082,36,Female,Married,High School,1,Urban,2,Private,6,14,84391,1015171,79502.0,0,0,0,0.0,1064867.0,414327.0,1306833.0,31.6,2,3,686.0,0,0,Yes,Yes,Yes,Vehicle,1064493,3,11.68,Yes,2111039.0,1868579.0,56.97,Approved
APP100083,42,Male,Married,Post Graduate,0,Urban,2,Government,2,3,85574,1050823,122489.0,0,0,0,0.0,1675916.0,1464326.0,530999.0,44.33,2,3,682.0,0,0,Yes,Yes,Yes,Medical,507634,5,10.4,Yes,718980.0,705899.0,71.91,Approved
APP100084,45,Female,Single,Post Graduate,0,Urban,2,Government,2,3,76860,1029183,0.0,0,0,0,0.0,1658047.0,1226906.0,1628426.0,19.3,1,1,671.0,0,0,Yes,Yes,Yes,Home,3812782,25,11.86,Yes,6694641.0,5683831.0,67.08,Approved
APP100085,35,Male,Married,No Formal,0,Urban,2,Skilled Labor,0,0,40260,533479,0.0,0,0,0,0.0,802124.0,248853.0,499086.0,15.07,2,1,640.0,0,0,Yes,Yes,Yes,Vehicle,502578,7,13.7,Yes,847585.0,737260.0,68.17,Approved
APP100086,50,Male,Married,Graduate,3,Rural,4,Private,0,3,35564,440825,0.0,1,2138159,23746,66.77,303232.0,69334.0,296496.0,95.0,3,1,538.0,0,1,No,Yes,Yes,Home,2352403,30,14.97,Yes,4233086.0,3431480.0,68.55,Rejected
APP100087,33,Female,Married,High School,3,Urban,1,Skilled Labor,5,5,68244,844528,0.0,1,3809232,84062,95.0,70542.0,0.0,104955.0,36.89,4,2,493.0,0,3,Yes,Yes,Yes,Home,3012889,25,15.48,Yes,4210417.0,3909928.0,77.06,Rejected
APP100088,45,Female,Married,Diploma,1,Urban,1,Private,7,17,91422,1180523,0.0,1,5627832,54067,59.14,262045.0,0.0,263917.0,0.0,2,2,459.0,1,2,Yes,Yes,Yes,Medical,852900,3,15.04,Yes,1398695.0,1184557.0,72.0,Rejected
APP100089,38,Female,Married,No Formal,3,Rural,4,Unemployed,10,12,24758,328458,288043.0,0,0,0,0.0,527592.0,158565.0,623203.0,19.93,1,1,657.0,0,0,No,Yes,Yes,Vehicle,212270,3,10.86,Yes,444989.0,361034.0,58.8,Rejected
APP100090,38,Male,Married,Graduate,2,Urban,1,Private,0,0,54146,721372,0.0,1,637243,5903,10.9,934613.0,0.0,1117944.0,53.34,4,2,652.0,0,1,Yes,Yes,Yes,Home,3800438,25,10.65,Yes,7499880.0,6020326.0,63.13,Approved
APP100091,32,Male,Single,High School,0,Urban,2,Private,2,2,59175,729063,0.0,0,0,0,0.0,791725.0,292731.0,275539.0,4.6,1,1,676.0,0,0,No,Yes,Yes,Vehicle,819047,5,10.36,Yes,1193154.0,1168346.0,70.1,Approved
APP100092,44,Male,Divorced,Graduate,3,Urban,2,Private,6,11,97357,1233781,0.0,0,0,0,0.0,1987170.0,2170207.0,2185690.0,0.0,2,3,687.0,0,0,Yes,Yes,Yes,Home,5047970,15,11.29,Yes,10662845.0,9482524.0,53.23,Approved
APP100093,34,Male,Married,Post Graduate,0,Urban,1,Private,1,13,93616,1194016,38221.0,0,0,0,0.0,1145201.0,0.0,1358521.0,34.44,3,2,675.0,0,0,Yes,Yes,Yes,Personal,1359261,3,10.58,No,,,,Approved
APP100094,43,Male,Divorced,Graduate,0,Rural,4,Private,5,9,48191,603033,17783.0,0,0,0,0.0,299437.0,44624.0,158709.0,0.0,3,2,654.0,0,0,Yes,Yes,Yes,Education,322112,5,11.31,No,,,,Approved
APP100095,31,Female,Single,Diploma,1,Rural,3,Government,0,0,30694,386893,13651.0,0,0,0,0.0,168523.0,0.0,143861.0,34.81,2,1,667.0,0,0,Yes,Yes,Yes,Home,2052708,15,10.01,Yes,4389001.0,3600961.0,57.0,Approved
APP100096,23,Male,Single,Graduate,0,Urban,2,Private,0,0,76811,1021668,0.0,2,844146,7858,10.23,707363.0,0.0,797119.0,47.24,1,3,635.0,0,0,Yes,Yes,Yes,Home,5997123,15,13.78,Yes,11639505.0,10428932.0,57.5,Approved
APP100097,26,Male,Married,Diploma,2,Urban,1,Self-Employed,3,4,134628,1733029,50061.0,1,7977170,74926,55.65,1319436.0,0.0,492130.0,98.98784180197511,2,4,445.0,1,3,Yes,Yes,Yes,Vehicle,824222,5,16.29,Yes,1192564.0,999117.0,82.5,Rejected
APP100098,25,Male,Single,Diploma,0,Rural,4,Private,0,0,35058,467377,,1,997115,11060,31.55,343763.0,0.0,271088.0,17.4,3,0,641.0,0,0,Yes,Yes,Yes,Medical,337603,2,12.58,Yes,720127.0,582888.0,57.92,Approved
APP100099,38,Female,Married,Post Graduate,3,Urban,2,Private,1,9,75986,958599,0.0,1,4537641,49483,65.12,556452.0,162132.0,290929.0,31.67,2,1,556.0,0,1,Yes,Yes,Yes,Personal,687333,5,15.18,Yes,1241760.0,1030674.0,66.69,Rejected
APP100100,27,Male,Married,Diploma,2,Urban,2,Private,2,4,57075,703771,0.0,1,1699264,19344,33.89,909202.0,0.0,581196.0,40.2,1,1,628.0,0,0,Yes,Yes,Yes,Business,2030716,10,12.33,Yes,3725903.0,3447955.0,58.9,Approved
APP100101,33,Male,Married,High School,2,Rural,4,Private,0,3,29848,383207,0.0,2,2061616,46354,95.0,55674.0,0.0,45525.0,57.06,3,1,356.0,1,4,Yes,Yes,Yes,Home,2026059,20,14.38,Yes,3783773.0,3706300.0,54.67,Rejected
